Location,Year,Habitat,count,Family,species,Length,a,b,lat,lon,Management
Cousin Carbonate,1994,Carbonate,1,Labridae,Thalassoma hebraicum,17,0.0183,2.862,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Lutjanidae,Lutjanus bohar,20,0.017,3.035,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Monacanthidae,Oxymonacanthus longirostris,8,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Monacanthidae,Oxymonacanthus longirostris,9,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Monacanthidae,Oxymonacanthus longirostris,9,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Mullidae,Parupeneus macronemus,17,0.0052,3.381,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis atripectoralis,9,0.0204,3.217,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Chromis weberi,10,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Plectroglyphidodon dickii,8,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Plectroglyphidodon johnstonianus,8,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Scaridae,Scarus frenatus,30,0.0169,3.049,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Scaridae,Scarus niger,16,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Scaridae,Scarus psittacus,29,0.0222,2.982,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Serranidae,Cephalopholis argus,29,0.0186,2.987,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Serranidae,Cephalopholis argus,38,0.0186,2.987,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,1,Serranidae,Cephalopholis miniata,20,0.0256,2.864,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Acanthuridae,Ctenochaetus striatus,20,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Acanthuridae,Ctenochaetus truncatus,11,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Acanthuridae,Ctenochaetus truncatus,12,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Acanthuridae,Ctenochaetus truncatus,14,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Acanthuridae,Ctenochaetus truncatus,20,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Acanthuridae,Zebrasoma desjardinii,26,0.0339,2.855,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Chaetodontidae,Chaetodon melannotus,13,0.038,2.921,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Chaetodontidae,Chaetodon melannotus,13,0.038,2.921,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Chaetodontidae,Chaetodon trifascialis,10,0.0468,2.758,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Chaetodontidae,Chaetodon xanthocephalus,19,0.0312,2.953,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Anampses meleagrides,8,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Anampses meleagrides,10,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Anampses meleagrides,10,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Bodianus axillaris,15,0.020698,3.001476,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Gomphosus caeruleus,13,0.0177,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Halichoeres hortulanus,19,0.0222,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Halichoeres marginatus,13,0.0215,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Hemigymnus fasciatus,14,0.0289,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Hemigymnus fasciatus,16,0.0289,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Macropharyngodon bipartitus,11,0.0185,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Stethojulis albovittata,11,0.0128,3.077,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Labridae,Thalassoma hebraicum,13,0.0183,2.862,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Lutjanidae,Lutjanus bohar,36,0.017,3.035,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Monacanthidae,Oxymonacanthus longirostris,9,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Monacanthidae,Oxymonacanthus longirostris,9,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Nemipteridae,Scolopsis frenatus,26,0.03744,2.846125,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacanthidae,Pomacanthus semicirculatus,28,0.0286,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Plectroglyphidodon dickii,8,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Plectroglyphidodon dickii,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Chlorurus sordidus,26,0.0182,3.15,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Scarus prasiognathos,14,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Scarus prasiognathos,14,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Scarus prasiognathos,15,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Scarus prasiognathos,15,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Scarus prasiognathos,18,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Scaridae,Scarus tricolor,40,0.0278,2.857,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Serranidae,Cephalopholis argus,38,0.0186,2.987,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,2,Zanclidae,Zanclus cornutus,20,0.0172,3.171,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Acanthuridae,Acanthurus leucosternon,20,0.1317,2.392,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Acanthuridae,Acanthurus leucosternon,21,0.1317,2.392,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Acanthuridae,Ctenochaetus truncatus,13,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Acanthuridae,Ctenochaetus truncatus,13,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Acanthuridae,Ctenochaetus truncatus,15,0.0254,3.027,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Acanthuridae,Zebrasoma desjardinii,29,0.0339,2.855,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Chaetodontidae,Chaetodon auriga,14,0.0312,2.953,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Chaetodontidae,Chaetodon auriga,14,0.0312,2.953,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Chaetodontidae,Chaetodon trifascialis,11,0.0468,2.758,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Chaetodontidae,Chaetodon trifascialis,11,0.0468,2.758,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Anampses meleagrides,12,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Anampses meleagrides,12,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Anampses meleagrides,12,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Anampses meleagrides,12,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Anampses meleagrides,12,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Anampses meleagrides,12,0.0105,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Coris formosa,35,0.0172,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Gomphosus caeruleus,15,0.0177,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Halichoeres marginatus,11,0.0215,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Halichoeres marginatus,15,0.0215,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Hemigymnus melapterus,35,0.0286,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,8,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,8,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,8,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,10,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,10,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,11,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,11,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Labrichthys unilineatus,12,0.0257,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Labridae,Novaculichthys taeniourus,31,0.013,2.91,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Lutjanidae,Aprion virescens,39,0.0255,2.87,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Monacanthidae,Oxymonacanthus longirostris,9,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Monacanthidae,Oxymonacanthus longirostris,9,0.0132,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Mullidae,Parupeneus macronemus,15,0.0052,3.381,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Nemipteridae,Scolopsis frenatus,25,0.03744,2.846125,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacanthidae,Pomacanthus imperator,30,0.0276,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacanthidae,Pomacanthus semicirculatus,26,0.0286,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis atripectoralis,9,0.0204,3.217,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis atripectoralis,10,0.0204,3.217,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis atripectoralis,10,0.0204,3.217,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Chromis weberi,9,0.0391,3,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Plectroglyphidodon dickii,8,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Plectroglyphidodon johnstonianus,8,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Pomacentridae,Plectroglyphidodon lacrymatus,9,0.0612,2.635,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Chlorurus sordidus,17,0.0182,3.15,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus ghobban,37,0.0169,3.049,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus prasiognathos,12,0.0142,3.14,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus psittacus,26,0.0222,2.982,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus rubroviolaceus,31,0.0136,3.109,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Scaridae,Scarus scaber,34,0.0278,2.857,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Serranidae,Cephalopholis argus,19,0.0186,2.987,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Serranidae,Cephalopholis argus,43,0.0186,2.987,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Siganidae,Siganus puelloides,29,0.0131,3.088,-4.332921,55.658746,Protected
Cousin Carbonate,1994,Carbonate,3,Siganidae,Siganus puelloides,29,0.0131,3.088,-4.332921,55.658746,Protected
